Username,Date,Text,Geo,Hashtags,,,,
 +CatLovesUSA,1/31/17 15:59,You r A JOKE!!! U CARE 'so much' about women but yet do NOTHING about the REAL issues! #MuslimBan #Maga #WomensMarch https:// twitter.com/cathiemarie201 4/status/826456190720868354 â€_,,#MuslimBan #Maga #WomensMarch,,,,
 +WhiteCo4Change,1/31/17 15:59,"@JeffGohogs and family march alongside approximately 7000 others in the LR #WomensMarch January 21, 2017 https:// twitter.com/ar_resistance/ status/823563988478951424 â€_","Arkansas, USA",#WomensMarch,,,,
 +cskysrunner,1/31/17 15:59,#MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump https:// twitter.com/MerriamWebster /status/826526915108405248 â€_,"Ridgecrest, CA",#MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump,,,,
 +TopperAri,1/31/17 15:58,#Womensmarch what most of it really was about. https://www. facebook.com/TheRebelPatrio t/videos/1840516712884425/ â€_,,#Womensmarch,,,,
 +MichellePucc,1/31/17 15:58,10 days after the #WomensMarch and @lenadunham is reminding me during my read and soak in the tub to keep marching! pic.twitter.com/SScUX2zHvi,,#WomensMarch,,,,
 +MACoffeeParty,1/31/17 15:58,#NoBanNoWall #MuslimBan #WomensMarch #ScienceMarch #ImmigrantsWelcome #LoveThyNeighbor #TaxMarch #NotMyPresident pic.twitter.com/r53Mx7jwMp,"Massachusetts, USA",#NoBanNoWall #MuslimBan #WomensMarch #ScienceMarch #ImmigrantsWelcome #LoveThyNeighbor #TaxMarch #NotMyPresident,,,,
 +lin7js,1/31/17 15:58,The women of the U.S. can see more clearly that we have to #StandUpToTrump #WomensMarch #letthelawyersin,,#StandUpToTrump #WomensMarch #letthelawyersin,,,,
 +MariSeeMariDo,1/31/17 15:57,Next up: reviewing the footage #WomensMarch pic.twitter.com/YdtQ3c332K,"Los Angeles, CA",#WomensMarch,,,,
 +akateach1,1/31/17 15:57,We love you @SybrinaFulton @BTraymartin9 #karenrebels @Blklivesmatter @karenhunter @SXMUrbanView #Indivisible #WomensMarch #MoralMarch https:// twitter.com/vrpounds2/stat us/826533838155350018 â€_,,#karenrebels #Indivisible #WomensMarch #MoralMarch,,,,
 +RSpsin,1/31/17 15:57,#WomensMarch Trump is moving fast. And every One else is doing. The basic recovery booty Shake,"California, USA",#WomensMarch,,,,
 +RNforHillary,1/31/17 15:56,YES! #RESISTANCE #SallyYates #MuslimBan #ScienceNotSilence #WomensMarch #ImpeachTrump https:// twitter.com/chrislhayes/st atus/826495462760923137 â€_,,#RESISTANCE #SallyYates #MuslimBan #ScienceNotSilence #WomensMarch #ImpeachTrump,,,,
 +PamelaStar23,1/31/17 15:56,@HillaryClinton #Liberal #WomensMarch #Resistance pic.twitter.com/oW10skZ3YF https:// twitter.com/MarcusCurtis15 /status/826506711397703680 â€_,,#Liberal #WomensMarch #Resistance,,,,
 +AlejandraML9,1/31/17 15:56,"No sueÃ±es tu vida , vive tus sueÃ±os #WomensMarch pic.twitter.com/IC5bzfCiBi",,#WomensMarch,,,,
 +Junebug3,1/31/17 15:56,"Yes, mess. #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/Impeach_D_Trum p/status/826528767740895232 â€_",Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +VSHLogan,1/31/17 15:56,@SenatorLeahy Senator: THANK YOU for your exemplary principled leadership today. I'm grateful. #WomensMarch,,#WomensMarch,,,,
 +UmaTj77,1/31/17 15:55,#AmericanValuesatStake #Unconsistutional #AmericaFirst #impeachtrump #MuslimBan #WomensMarch #Accountability #Democrats #LoveTrumpsHate https:// twitter.com/berniesanders/ status/826523275291459584 â€_,,#AmericanValuesatStake #Unconsistutional #AmericaFirst #impeachtrump #MuslimBan #WomensMarch #Accountability #Democrats #LoveTrumpsHate,,,,
 +StephenRRLouis,1/31/17 15:55,Accidentally took this during the #womensmarch . I present to you the Shook Protester. @Midtownâ€_ https://www. instagram.com/p/BP8WKvhAioP/,"Houston, TX",#womensmarch,,,,
 +drclaireocall,1/31/17 15:55,"Saw this on Facebook Yes, yes, yes. #Feminism , #activism , #protest . We can do it, always. #WomensMarch #womensmarchlondon #women pic.twitter.com/C9JwzkFKfF","Nottingham, England",#Feminism #activism #protest #WomensMarch #womensmarchlondon #women,,,,
 +cherishkimmee,1/31/17 15:54,#WomensMarch https:// twitter.com/ncpw_daily_new s/status/826389052928692226 â€_,,#WomensMarch,,,,
 +knowladgeispwr,1/31/17 15:54,MT @AshleyWarrior : #WomensMarch Here's a dose of reality. Lock & load ladies. #2ADefenders #NRA pic.twitter.com/8et3s4UlRN #2A #PJNET,#America _Ÿ‡º_Ÿ‡¸ PureFlix.com 30,#WomensMarch #2ADefenders #NRA #2A #PJNET,,,,
 +nguyeningit,1/31/17 15:54,they don't unless they organize & #womensmarch def. has a good head of steam. Their site has laid out actions to accomplish too,Los Angeles,#womensmarch,,,,
 +RNforHillary,1/31/17 15:54,I'm thinking only show up in a large crowd with media and lawyers NOT ONE DAMN PERSON! #RESISTANCE #SallyYates #MuslimBan #WomensMarch https:// twitter.com/sonny12281/sta tus/826533102172389376 â€_,,#RESISTANCE #SallyYates #MuslimBan #WomensMarch,,,,
 +StarWarsBandit,1/31/17 15:53,#womensmarch #resist & #Rise https:// twitter.com/VICELAND/statu s/826518358996709376 â€_,Still Stands at Standing Rock,#womensmarch #resist #Rise,,,,
 +TheAdamGoldberg,1/31/17 15:53,#nikonf3 #ilfordpanfplus50 #womensmarch #womensmarchla @Downtown Los Angeles https://www. instagram.com/p/BP8V0vzDBQp/,,#nikonf3 #ilfordpanfplus50 #womensmarch #womensmarchla,,,,
 +BionicChick3,1/31/17 15:53,10/ fake outrage. And retweet #NoDAPL and #WomensMarch while you went and spread GOP propaganda. You don't have to go do shit to shore up,Animal Farm,#NoDAPL #WomensMarch,,,,
 +AverageMerica,1/31/17 15:52,#WomensMarch #MuslimBanProtest #NoBanNoWall #CNN #MSNBC #BBC https:// twitter.com/ajamubaraka/st atus/826236801065086976 â€_,Manifest Destiny,#WomensMarch #MuslimBanProtest #NoBanNoWall #CNN #MSNBC #BBC,,,,
 +QrysBinThynkn,1/31/17 15:52,When a #WomensMarch the day after your inauguration throughly outdraws your inauguration you know you're in trouble. @realDonaldTrump,"Zagreb, Croatia",#WomensMarch,,,,
 +BahariAmina,1/31/17 15:52,Dammm American have been marching since 45 came into the picture... #powertothepeople #WomensMarch #airportprotest #MuslimBan,U.A.E,#powertothepeople #WomensMarch #airportprotest #MuslimBan,,,,
 +RuthNemzoff,1/31/17 15:52,https:// m.youtube.com/watch?sns=em&v =5taZeU3DI4c â€_ The old and the new converge ! #jewishboston #WomensMarch,,#jewishboston #WomensMarch,,,,
 +letoilerbook,1/31/17 15:52,"We are the superior gender. If we ruled the world, all the ills would be reversed. #WomensMarch #MuslimBan #TrumpBan #tuesdaymotivation pic.twitter.com/ZTNtUJPA9q",,#WomensMarch #MuslimBan #TrumpBan #tuesdaymotivation,,,,
 +MAKERSwomen,1/31/17 15:52,Have you seen @TIME 's February magazine cover?: http:// aol.it/2jRJnrF #WomensMarch pic.twitter.com/V5DWv8CGoE,"New York, USA",#WomensMarch,,,,
 +MKelly37,1/31/17 15:51,The difference between the #MarchForLife and #WomensMarch is this: One is hypocritical in their message; the other walks the talk. #ProLife,United States,#MarchForLife #WomensMarch #ProLife,,,,
 +liza_otay,1/31/17 15:51,"Oh my look at all that Cheeto dust on #Perkins sniffs Cheeto dust. 3 words, WeThePeople"" doesn't say gender homophobe! #womensmarch #LGBTG https:// twitter.com/RWwatchMA/stat us/826523599133478912 â€_""","My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#Perkins #womensmarch #LGBTG,,,,
 +TheRebelTV,1/31/17 15:51,"Background: raw video of Rebel Bureau Chief @SheilaGunnReid being assaulted (at #WomensMarch , by a man) is at http:// DionBews.com https:// twitter.com/SheilaGunnReid /status/826319471467864064 â€_",Canada and the world,#WomensMarch,,,,
 +Junebug3,1/31/17 15:51,Oops! Trump Supporter #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/markfollman/st atus/826523033594535936 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +PatriciaBundy,1/31/17 15:50,: thanks Jonathan. #BanBannon #ImWithSally . Now Devos and Sessions? Believe what they do not what they say. #WomensMarch,,#BanBannon #ImWithSally #WomensMarch,,,,
 +KeithLeBlanc63,1/31/17 15:49,#grabyourwallet #womensmarch @womensmarch @ivankatrump and you thought your brand was heading south before moving to DC https:// twitter.com/415holgate/sta tus/826288129942315009 â€_,"Worcester County, MA",#grabyourwallet #womensmarch,,,,
 +Garli_Lauri,1/31/17 15:49,#Russian politicians are making it legal for men to beat their partners http://www. independent.co.uk/news/world/eur ope/russia-decriminalise-domestic-violence-vladimir-putin-ultra-conservative-family-laws-a7541371.html â€_ #WomensMarch #Women,,#Russian #WomensMarch #Women,,,,
 +nguyeningit,1/31/17 15:48,Tea Party? They were able to get a platform out & infiltrate w/adopters. Curious if #Womensmarch #BlackLivesMatter can too,Los Angeles,#Womensmarch #BlackLivesMatter,,,,
 +Charliec2ndward,1/31/17 15:47,#MniWiconi #WomensMarch https:// twitter.com/AmericanIndian 8/status/826531755209457664 â€_,"Spring/Houston,Texas",#MniWiconi #WomensMarch,,,,
 +GrayHairJoe,1/31/17 15:46,Another NC lawmaker out of touch with reality... #ncpol #WomensMarch https:// twitter.com/newsobserver/s tatus/826528612526460929 â€_,"Raleigh, NC",#ncpol #WomensMarch,,,,
 +MaryKateClark,1/31/17 15:46,"10 Actions 100 Days"" via @womensmarch https://www. womensmarch.com/100 #NoBanNoWall #StopBannon #WomensMarch""",USA,#NoBanNoWall #StopBannon #WomensMarch,,,,
 +vikb73,1/31/17 15:46,Ok #RESISTANCE #WomensMarch We helped @ACLU . 3.4 million people $5 each. Let's help @PPact @greenpeaceusa @StandingRockST @altUSEPA,Green Bay,#RESISTANCE #WomensMarch,,,,
 +teresa_m,1/31/17 15:45,This gives me goosebumps every damn time I listen to it. https://www. buzzfeed.com/adolfoflores/p eople-are-calling-this-song-the-anthem-of-the-womens-march â€_ #icantkeepquiet #womensmarch,"St Paul, MN",#icantkeepquiet #womensmarch,,,,
 +btxcgnbv,1/31/17 15:44,#TheResistance #womensmarch #StopDeVos https:// twitter.com/cspan/status/8 26433322033111040 â€_,,#TheResistance #womensmarch #StopDeVos,,,,
 +Junebug3,1/31/17 15:44,Senate status & CONTACT! #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/SensitivConten t/status/826344162593218561 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +DoriTris,1/31/17 15:43,On my way to DC from Dayton #WomensMarch,United States,#WomensMarch,,,,
 +Shazzalive,1/31/17 15:43,The latest *The Starlight! http:// paper.li/Shazzalive/134 3252663?edition_id=f6312b00-e7f5-11e6-b0fb-0cc47a0d15fd â€_ #womensmarch #grammys,UK,#womensmarch #grammys,,,,
 +amyabqnm,1/31/17 15:43,Today I rallied with @AbqIndivisible & @MoveOn to support both our NM senators resisting Trump's agenda. #StayLoud #ResistTrump #WomensMarch,"Albuquerque, NM",#StayLoud #ResistTrump #WomensMarch,,,,
 +The_MarketMogul,1/31/17 15:43,How a lack of women in power is holding back the world economy http:// mktmgl.co/2jTkwV4 #womensmarch #thefutureisfemale pic.twitter.com/xvOsQLQGOy,"London, England",#womensmarch #thefutureisfemale,,,,
 +JeremyStolz256,1/31/17 15:42,#PussyHat Spaz Fit - SyeTen #WomensMarch #Trump #Fascist #StandUpToTrump #tcot https:// youtu.be/WfIPO78x9RI,,#PussyHat #WomensMarch #Trump #Fascist #StandUpToTrump #tcot,,,,
 +FlyOSUBuckeye1,1/31/17 15:42,"<--- Another angry, intollerant #FemiNazi @gundy_gberger #WomensMarch #WomensMarchOnWashington http:// m.washingtontimes.com/news/2017/jan/ 23/piers-morgan-slams-man-hating-feminazis-at-womens-/ â€_",Midwest Kind Of Guy,#FemiNazi #WomensMarch #WomensMarchOnWashington,,,,
 +BlahCava,1/31/17 15:42,#WomensMarch pic.twitter.com/wRuuWLYH6D,"Las Vegas, NV",#WomensMarch,,,,
 +AbielleRose,1/31/17 15:42,"This, ladies and gents, IS WHY WE MARCH! Women in ND are NOT your barefoot sandwich makers! #WomensMarch http:// ndxplains.com/2017/01/31/nd- house-defeats-blue-law-change-wives-spend-much-bring-husbands-breakfast-bed/ â€_",Behind a cup of coffee.,#WomensMarch,,,,
 +JulieKGilbert,1/31/17 15:41,#whyIMarch #RESISTANCE #WomensMarch pic.twitter.com/Ckl1PuKlcO,Minnesota,#whyIMarch #RESISTANCE #WomensMarch,,,,
 +SocialcumbreS,1/31/17 15:41,El nÃºmero de personas afectadas x la prohibiciÃ_n de viajes de #Trump : 90.000 #vergÃ_enza a nivel planetario. #WomensMarch @Pevelasco pic.twitter.com/E4Qw1uHGs5,EspaÃ±a,#Trump #vergÃ_enza #WomensMarch,,,,
 +RWTrollPatrol,1/31/17 15:41,"Has #KingDonald accept the fact only 160k showed up for inauguration, parade stands empty. #WomensMarch 750k attend",#ImpeachTrumpNow,#KingDonald #WomensMarch,,,,
 +Fred_Vega,1/31/17 15:40,LOTERIA!!!! #IgnorancePrevails #PeopleYouBeenDuped #PresidentBannon #WomensMarch #MuslimBan #NoBanNoWall #Repost pic.twitter.com/UEL46Y6e0b,"Orange, California, USA",#IgnorancePrevails #PeopleYouBeenDuped #PresidentBannon #WomensMarch #MuslimBan #NoBanNoWall #Repost,,,,
 +celiehart,1/31/17 15:40,"What follows is an uncomfortable dialogue I had with a white, male relative via text today. #RESIST #WomensMarch #BeBoldEndHyde #WomenInTech",San Francisco,#RESIST #WomensMarch #BeBoldEndHyde #WomenInTech,,,,
 +kamilekaselyte,1/31/17 15:40,Our #mentorship programme for #women in TECH is on @HuffingtonPost : http://www. huffingtonpost.com/entry/588df6d8 e4b0de286b25745c?timestamp=1485877435585 â€_ #WomensMarch #womengotech,"London, England",#mentorship #women #WomensMarch #womengotech,,,,
 +KDubs_isqueen,1/31/17 15:40,2. I MATTER WE MATTER I AM THE PEOPLE WE ARE THE PEOPLE #nuffsaid #WomensMarch pic.twitter.com/r1qRA1gBPz,BLACK LIVES MATTER,#nuffsaid #WomensMarch,,,,
 +VSHLogan,1/31/17 15:40,"SUPPORT/PRESSURE: Tom Price, Steve Mnuchin nominations blocked by Democratic boycott - CBS #WomensMarch https:// apple.news/A4mTqQp_ITU-AP 1yIcdwdYg â€_",,#WomensMarch,,,,
 +TheInlander,1/31/17 15:40,COMMENT | Our readers share reactions to the #WomensMarch on #Spokane and the start of the Trump era: http:// buff.ly/2jwKJ7x pic.twitter.com/ZdZKtIR4yh,"Spokane, Wash.",#WomensMarch #Spokane,,,,
 +MaestroOfHope,1/31/17 15:39,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,"Washington DC Metro Area, US",#womensmarch,,,,
 +MrHappy4870,1/31/17 15:39,Marching for Whom? http://www. clarionproject.org/blog/united-st ates/marching-whom â€_ #womensmarch #tcot #tlot @NationalNOW #islam #islamophobia,"Undisclosed Location, NJ  USA",#womensmarch #tcot #tlot #islam #islamophobia,,,,
 +MGYounce,1/31/17 15:38,#ImpeachThemAll #Resistance #womensmarch https:// twitter.com/juddlegum/stat us/826467280183754754 â€_,,#ImpeachThemAll #Resistance #womensmarch,,,,
 +ChicagoTeaParty,1/31/17 15:37,The stupid #WomensMarch described. . @KLSouth #trumptrain . @Mr_Pinko #Trump2016 . @BigFurHat #Tcot pic.twitter.com/WO4KDAPH0Y,"Chicago, Illinois",#WomensMarch #trumptrain #Trump2016 #Tcot,,,,
 +CStevenTucker,1/31/17 15:37,The stupid #WomensMarch described. . @KLSouth #trumptrain . @Mr_Pinko #Trump2016 . @BigFurHat #Tcot pic.twitter.com/Z9c5busypn,"Chicago, Illinois",#WomensMarch #trumptrain #Trump2016 #Tcot,,,,
 +CSteven,1/31/17 15:37,The stupid #WomensMarch described. . @KLSouth #trumptrain . @Mr_Pinko #Trump2016 . @BigFurHat #Tcot pic.twitter.com/aYffuGUwcg,"Chicago, Illinois",#WomensMarch #trumptrain #Trump2016 #Tcot,,,,
 +NealB_AR,1/31/17 15:37,so do I. So we agree #PeoplesMarch not #WomensMarch . You're not the only one. Everyones doing the same. Probably #feminist bs,,#PeoplesMarch #WomensMarch #feminist,,,,
 +ilxved,1/31/17 15:37,Friendly reminder that Emily VanCamp attended the #WomensMarch pic.twitter.com/g2YJYvbYxE,,#WomensMarch,,,,
 +CatherineRamos1,1/31/17 15:36,#muslim #muslimban #alternativefacts #dumptrump #impeachtrump #womensmarch #refugeeswelcome â€_ https://www. instagram.com/p/BP8UEiXgg_F/,"Rutherford, NJ",#muslim #muslimban #alternativefacts #dumptrump #impeachtrump #womensmarch #refugeeswelcome,,,,
 +Romey999,1/31/17 15:36,Tell that to the rabid hordes from the #WomensMarch https:// twitter.com/sahilkapur/sta tus/826417779020591108 â€_,"A Democracy, NOT an OBAMARCHY",#WomensMarch,,,,
 +TheTaTaTop,1/31/17 15:36,Some favorites from the Chicago Women's March #TheTaTaTop #womensmarch #chicago #womensrights,Chicago,#TheTaTaTop #womensmarch #chicago #womensrights,,,,
 +Ashb1on1,1/31/17 15:34,Dr. Seuss cartoons are so freaking relevant now! #MuslimBan #resist #WomensMarch #Sessions https://www. theatlantic.com/entertainment/ archive/2017/01/dr-seuss-protest-icon/515031/?utm_source=atlfb â€_,"Jackson, WY",#MuslimBan #resist #WomensMarch #Sessions,,,,
 +JGustavoScott,1/31/17 15:34,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter&referrer=joey-g â€_,,#womensmarch,,,,
 +Arise_Israel,1/31/17 15:34,ABORTIONISTS are just legalized HIT-MEN......... #P2 #TCOT #TOPPROG #WomensMarch #WOMANPOWER #RoevWade,@Arise_Israel,#P2 #TCOT #TOPPROG #WomensMarch #WOMANPOWER #RoevWade,,,,
 +liza_otay,1/31/17 15:34,#womensmarch #indivisible #NoBanNoWall https:// twitter.com/RWwatchMA/stat us/826524044992331778 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#womensmarch #indivisible #NoBanNoWall,,,,
 +TheOrcishKing,1/31/17 15:34,I liked a @YouTube video from @amazingatheist http:// youtu.be/AHmmYDyyXXk?a Murderers and Theocrats At The #WomensMarch,"Michigan, USA",#WomensMarch,,,,
 +btxcgnbv,1/31/17 15:33,#womensmarchlondon â€œBristol MARCH: No to Trump's Visit! No to the #MuslimBan FEB 4thâ€ù https://www. facebook.com/events/3794859 52428468/ â€_ #TheResistance #womensmarch,,#womensmarchlondon #MuslimBan #TheResistance #womensmarch,,,,
